종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"000215","DL우","KOSPI",,"18870","-120","-0.63","18800","19150","18800","481","9096920","31816990050","1686115"
"375500","DL이앤씨","KOSPI",,"41350","-350","-0.84","41700","41950","40700","101739","4198834975","1599981311050","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"26100","-150","-0.57","26200","26250","25750","5138","133883350","55121921100","2111951"
"37550K","DL이앤씨우","KOSPI",,"16610","-180","-1.07","16830","16830","16600","1130","18847345","35111629850","2113885"
"068790","DMS","KOSDAQ","관리종목(소속부없음)","6330","0","0.00","0","0","0","0","0","151838488590","23987123"
"007340","DN오토모티브","KOSPI",,"20100","0","0.00","19700","20200","19480","62317","1234760855","1176068386500","58510865"
"004840","DRB동일","KOSPI",,"3875","25","0.65","3855","3975","3850","3125","12191065","77228750000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","4395","80","1.85","4235","4485","4195","1131754","4942051030","120845469375","27496125"
"155660","DSR","KOSPI",,"3930","195","5.22","3735","3950","3485","125270","481454524","62880000000","16000000"
"069730","DSR제강","KOSPI",,"3565","225","6.74","3340","3570","3315","45530","158916600","51336000000","14400000"
"017860","DS단석","KOSPI",,"22350","-300","-1.32","22150","23350","22050","166627","3754725075","393007138200","17584212"
"180400","DXVX","KOSDAQ","관리종목(소속부없음)","1713","3","0.18","1687","1729","1674","132300","224605805","84312887016","49219432"
"017940","E1","KOSPI",,"58400","-600","-1.02","59000","59200","57800","7295","424908750","400624000000","6860000"
"245620","EDGC","KOSDAQ","관리종목(소속부없음)","415","0","0.00","0","0","0","0","0","57474989665","138493951"
"037370","EG","KOSDAQ","중견기업부","6080","160","2.70","5990","6080","5760","23710","139711445","52439829760","8624972"
"278990","EMB","KONEX","일반기업부","3800","-400","-9.52","4300","4300","3600","152","560100","18379957800","4836831"
"365550","ESR켄달스퀘어리츠","KOSPI",,"4570","-15","-0.33","4640","4640","4540","101119","460774727","973816730000","213089000"
"050120","ES큐브","KOSDAQ","중견기업부","2375","-40","-1.66","2410","2460","2370","9967","23807320","32214704250","13564086"
"383220","F&F","KOSPI",,"62500","1300","2.12","60100","62900","59800","44854","2780389800","2394192187500","38307075"
"007700","F&F홀딩스","KOSPI",,"11860","-240","-1.98","11670","12260","11670","13515","159939570","463896392620","39114367"
"214270","FSN","KOSDAQ","중견기업부","1300","-17","-1.29","1290","1325","1279","79304","102787048","43225601900","33250463"
"130500","GH신소재","KOSDAQ","우량기업부","2485","65","2.69","2420","2585","2375","65822","162936382","36144454220","14545052"
"114090","GKL","KOSPI",,"11250","210","1.90","10900","11290","10860","224491","2505257870","695876287500","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","2860","25","0.88","2770","2900","2760","209395","588373856","231231000000","80850000"
"078930","GS","KOSPI",,"36500","300","0.83","35800","36600","35700","119808","4335816175","3391411297000","92915378"
"083450","GST","KOSDAQ","우량기업부","17110","-480","-2.73","17050","17800","16750","193544","3335315045","315337300000","18430000"
"006360","GS건설","KOSPI",,"16570","-80","-0.48","16400","16740","16230","351313","5775883695","1418085289300","85581490"
"001250","GS글로벌","KOSPI",,"2540","5","0.20","2490","2570","2490","763145","1922961234","209635760560","82533764"
"007070","GS리테일","KOSPI",,"14530","980","7.23","13360","14540","13350","297935","4186483525","1214815739950","83607415"
"078935","GS우","KOSPI",,"36100","-100","-0.28","36100","36500","35850","9284","334523025","64432218600","1784826"
"499790","GS피앤엘","KOSPI",,"18170","1120","6.57","17040","18350","16840","58686","1042908405","360326380970","19830841"
"297890","HB솔루션","KOSDAQ","우량기업부","2275","-45","-1.94","2295","2385","2245","345625","793872199","166395579350","73140914"
"440290","HB인베스트먼트","KOSDAQ","중견기업부","1718","9","0.53","1719","1723","1642","19050","32330041","46569843180","27107010"
"078150","HB테크놀러지","KOSDAQ","우량기업부","1911","-21","-1.09","1900","1974","1864","987308","1894778789","177180115476","92715916"
"012630","HDC","KOSPI",,"16000","10","0.06","15760","16140","15750","99137","1584698655","955867536000","59741721"
"039570","HDC랩스","KOSPI",,"8220","70","0.86","8160","8300","8070","7021","57569905","213371480220","25957601"
"089470","HDC현대EP","KOSPI",,"3430","-5","-0.15","3340","3460","3340","12037","40864697","109417000000","31900000"
"294870","HDC현대산업개발","KOSPI",,"22550","950","4.40","21350","22750","21350","381277","8418919300","1486210291500","65907330"
"009540","HD한국조선해양","KOSPI",,"204000","-3500","-1.69","203500","210500","199900","198289","40435457700","14437715664000","70773116"
"267250","HD현대","KOSPI",,"71600","-2100","-2.85","72500","73200","70500","185640","13280661600","5655904886000","78993085"
"267270","HD현대건설기계","KOSPI",,"60500","-3500","-5.47","62300","63200","59400","202830","12365219650","1107487953000","18305586"
"443060","HD현대마린솔루션","KOSPI",,"147100","-1600","-1.08","145700","150700","145000","75473","11172201800","6594376791000","44829210"
"071970","HD현대마린엔진","KOSPI",,"28050","100","0.36","27450","28900","26900","382585","10681368675","951497934750","33921495"
"010620","HD현대미포","KOSPI",,"116500","-900","-0.77","116300","120300","114100","421391","49474381200","4653260358500","39942149"
"322000","HD현대에너지솔루션","KOSPI",,"25400","800","3.25","24900","26000","24350","91384","2310937250","284480000000","11200000"
"042670","HD현대인프라코어","KOSPI",,"7860","-260","-3.20","7830","8070","7690","1656311","12961002610","1514275114620","192655867"
"267260","HD현대일렉트릭","KOSPI",,"303750","11250","3.85","291500","309000","291500","329020","99304985000","10949317256250","36047135"
"329180","HD현대중공업","KOSPI",,"299500","4000","1.35","291500","309000","291500","317965","95095387500","26587548242000","88773116"
"097230","HJ중공업","KOSPI",,"6230","-340","-5.18","6400","6670","6050","1620290","10315417695","518798770630","83274281"
"195940","HK이노엔","KOSDAQ GLOBAL","중견기업부","35750","-550","-1.52","35850","36400","35400","118486","4244930675","1012793603250","28329891"
"014790","HL D&I","KOSPI",,"2200","-25","-1.12","2210","2230","2140","26171","57427940","83288922200","37858601"
"028300","HLB","KOSDAQ","중견기업부","57300","300","0.53","56400","58600","55800","796463","45598683950","7530657427800","131425086"
"003580","HLB글로벌","KOSPI",,"3045","30","1.00","2895","3085","2895","75999","229181855","152914178445","50218121"
"278650","HLB바이오스텝","KOSDAQ","우량기업부","1687","7","0.42","1631","1727","1631","180044","303645720","146314503643","86730589"
"343090","HLB사이언스","KONEX","일반기업부","1670","-5","-0.30","1650","1798","1604","3240","5391260","29795824370","17841811"
"067630","HLB생명과학","KOSDAQ","투자주의환기종목(소속부없음)","6650","-100","-1.48","6670","6800","6550","1083963","7241168165","810600080850","121894749"
"024850","HLB이노베이션","KOSDAQ","중견기업부","2075","70","3.49","2010","2155","1996","505630","1059603683","299431055225","144304123"
"187420","HLB제넥스","KOSDAQ","기술성장기업부","3410","5","0.15","3265","3485","3265","28859","98414742","99353357620","29135882"
"047920","HLB제약","KOSDAQ","기술성장기업부","20050","-50","-0.25","19990","20550","19780","267790","5366260090","637890629700","31814994"
"115450","HLB테라퓨틱스","KOSDAQ","중견기업부","8110","60","0.75","7990","8370","7910","404737","3296678335","682313123310","84132321"
"046210","HLB파나진","KOSDAQ","벤처기업부","1978","-22","-1.10","1984","2040","1865","43870","86753426","86354709064","43657588"
"204320","HL만도","KOSPI",,"36550","-1300","-3.43","37400","37500","36150","142947","5243732525","1716282736000","46957120"
"060980","HL홀딩스","KOSPI",,"35300","600","1.73","34700","35550","34300","14367","505820850","331956858100","9403877"
"011200","HMM","KOSPI",,"19470","-280","-1.42","19330","19890","19170","1198475","23355945515","17153838987120","881039496"
"403870","HPSP","KOSDAQ GLOBAL","중견기업부","24750","-1050","-4.07","25550","26200","24700","530477","13364436300","2066589558000","83498568"
"036640","HRS","KOSDAQ","우량기업부","4910","10","0.20","4930","4930","4840","31308","152648875","80302068000","16354800"
"035000","HS애드","KOSPI",,"6820","10","0.15","6800","6840","6770","37515","255595420","112989729380","16567409"
"002460","HS화성","KOSPI",,"9420","30","0.32","9390","9630","9330","21459","203683970","95613000000","10150000"
"487570","HS효성","KOSPI",,"38050","-100","-0.26","38100","38850","37550","4889","185538050","141771522350","3725927"
"298050","HS효성첨단소재","KOSPI",,"170000","100","0.06","169100","172500","166000","10585","1784386550","761591160000","4479948"
"439730","IBKS제20호스팩","KOSDAQ","SPAC(소속부없음)","2115","-5","-0.24","2115","2117","2110","4383","9267957","9115650000","4310000"
"442770","IBKS제21호스팩","KOSDAQ","SPAC(소속부없음)","2165","5","0.23","2175","2175","2165","1000","2165010","9114650000","4210000"
"448760","IBKS제22호스팩","KOSDAQ","SPAC(소속부없음)","2185","-20","-0.91","2205","2205","2185","15092","33021305","9679550000","4430000"
